Company,Date,Amount,TFTD*,Series,Lead Investor,Coverage
Soovu Labs,1/31/2020,"$800,000",,,,https://www.sec.gov/Archives/edgar/data/1732662/000173266220000002/xslFormDX01/primary_doc.xml
Printforia,1/31/2020,"$1,400,000",,,,https://www.sec.gov/Archives/edgar/data/1782673/000178267320000001/xslFormDX01/primary_doc.xml
Ventec Life Systems,1/29/2020,"$20,000,000","$60,000,000",E,,https://www.geekwire.com/2020/ventec-life-systems-raises-20m-multi-function-ventilator/
Pocket Pills,1/29/2020,"$5,500,000",,A,WaterBridge,https://techcrunch.com/2020/02/19/canadian-online-pharmacy-pocketpills-has-raised-7-35-million-as-it-expands-into-quebec/
Carbitex,1/27/2020,"$1,000,000",,,,https://www.sec.gov/Archives/edgar/data/1670973/000167097320000001/xslFormDX01/primary_doc.xml
Canalyst,1/20/2020,"$20,000,000","$28,000,000",B,,https://www.prnewswire.com/news-releases/canalyst-secures-series-b-funding-to-accelerate-market-expansion-300989462.html
Innov8 Ag Solutions,1/16/2020,"$75,000",,,,https://www.sec.gov/Archives/edgar/data/1799029/000179902920000001/xslFormDX01/primary_doc.xml
OceanGate,1/9/2020,"$18,100,000",,,,https://www.geekwire.com/2020/oceangate-raises-18m-build-bigger-submersible-fleet-get-set-titanic-trips/
Porch,1/8/2020,"$21,000,000",,C,,https://www.geekwire.com/2020/home-improvement-marketplace-porch-raises-21m-pushes-toward-profitability/
Legalpad,1/8/2020,"$10,000,000",,A,Amplo,https://www.geekwire.com/2020/legalpad-raises-10m-scale-work-visa-automation-platform/
TwinStrand,1/7/2020,"$16,000,000",,A,Madrona Venture Group,https://www.geekwire.com/2020/twinstrand-raises-16m-madrona-others-next-gen-dna-sequencing-promising-early-cancer-detection-breakthroughs/
"Q5id, Inc.",1/6/2020,"$1,387,000",,,,https://www.sec.gov/Archives/edgar/data/1766410/000176641020000001/xslFormDX01/primary_doc.xml
Alitheon,1/3/2020,"$3,300,000",,,,https://www.geekwire.com/2019/new-barcode-alitheon-lands-11-6m-tech-assigns-digital-fingerprints-objects/
Accumula Labs,1/2/2020,"$375,000",,,,https://www.sec.gov/Archives/edgar/data/1798403/000089843220000005/xslFormDX01/primary_doc.xml
Trainiac,12/31/2019,"$2,200,000",,Seed,,https://www.geekwire.com/2019/seattle-startup-trainiac-raises-2-2m-match-people-personal-trainers/
Falkon AI,12/26/2019,,,Seed,"Greylock, Trilogy Partners",https://www.geekwire.com/2019/silicon-valley-powerhouse-vc-firm-greylock-just-backed-stealthy-seattle-ai-startup/
iFlipd,12/18/2019,"$4,300,000",,Seed,"BoomStartup, Portland Seed Fund",
Transparent Systems,12/15/2019,"$14,000,000","$22,000,000",A,Pantera Capital,https://www.geekwire.com/2020/transparent-systems-exits-stealth-mode-22m-funding-blockchain-enabled-instant-payments/
Riipen,12/11/2019,"$3,750,000",,Seed,,https://www.geekwire.com/2019/riipen-raises-3-75m-help-colleges-use-real-world-problems-employers-coursework/
GrowthPlug,12/11/2019,"$1,000,000",,Seed,Elevate Capital,https://www.geekwire.com/2019/healthcare-startup-growthplug-raises-1m-becomes-latest-company-relocate-bay-area/
The Renewal Workshop,12/11/2019,"$5,500,000",,A,"Social Impact Ventures, SHIFT Invest, Quadia",
D-Wave Systems,12/10/2019,"$10,000,000",,,NEC,
Violet.io,12/9/2019,"$500,000",,,,https://www.sec.gov/Archives/edgar/data/1785074/000178507419000004/xslFormDX01/primary_doc.xml
Vakaros,12/9/2019,"$100,000",,,,https://www.sec.gov/Archives/edgar/data/1795923/000179592319000001/xslFormDX01/primary_doc.xml
Volt Athletics,12/6/2019,"$2,100,000","$4,000,000",,,https://www.geekwire.com/2019/volt-raising-cash-expand-workout-app-office-law-enforcement-customers/
PDX Pharmaceuticals,12/3/2019,"$1,500,000",,A,Kuni Foundation,
Sonivate,11/26/2019,"$1,400,000",,,,https://www.geekwire.com/2019/portland-medtech-company-sonivate-raises-cash-ultrasound-touch-devices/
Fresh Chalk,11/25/2019,"$2,000,000",,Seed,,https://www.geekwire.com/2019/fresh-chalk-lands-2m-help-people-find-local-professionals-friend-recommendations/
Sanctuary,11/23/2019,"$3,100,000",,,,https://www.geekwire.com/2019/testing-sanctuary-personal-immersive-wellness-studio-experience-universe/
Quantivate,11/21/2019,,,,Luminate Capital Partners,https://www.geekwire.com/2019/seattle-area-startup-quantivate-raises-cash-risk-compliance-platform/
Yor Labs,11/21/2019,"$3,300,000",,,,https://www.geekwire.com/2019/stealthly-startup-yor-labs-raises-cash-ai-powered-handheld-ultrasound-system/
Mendi,11/21/2019,"$800,000",,,Oregon Sports Angels,
Group14 Technologies,11/21/2019,"$18,000,000",,,,
Shield Compliance,11/20/2019,"$5,000,000","$11,300,000",A,Copia Investments,https://www.geekwire.com/2019/shield-compliance-nabs-5m-cannabis-banking-platform/
Phoenix Molecular Designs,11/20/2019,"$12,000,000",,Seed,"Pallasite Ventures, World Changing Ventures",
Crowd Cow,11/18/2019,"$15,100,000",,,,https://www.geekwire.com/2019/seattle-startup-crowd-cow-raising-cash-beef-meat-marketplace/
SheerID,11/13/2019,"$64,000,000","$93,000,000",,CVC Growth Partners,https://www.geekwire.com/2019/sheerid-reels-64m-help-marketers-offer-online-deals-students-teachers-military-members/
Ideoclick,11/12/2019,"$7,000,000",,A,GLP,https://www.geekwire.com/2019/ex-amazon-execs-raise-cash-grow-e-commerce-startups-ideoclick-replenium/
Two Hat Security,11/12/2019,"$7,500,000",,,Tam Holdings,
Replenium,11/12/2019,"$8,500,000",,A,GLP,https://www.geekwire.com/2019/ex-amazon-execs-raise-cash-grow-e-commerce-startups-ideoclick-replenium/
Tomorrow,11/7/2019,"$8,900,000",,,,https://www.geekwire.com/2019/seattle-startup-tomorrow-raises-cash-help-people-create-free-wills-trusts/
Katalyst,11/7/2019,"$5,600,000",,,Octopus Ventures,https://www.geekwire.com/2019/fitness-startup-katalyst-raises-5-6m-peloton-like-electrified-workout-experience/
CrowdStreet,11/6/2019,"$12,000,000","$25,000,000",C,,https://www.geekwire.com/2019/real-estate-crowdfunding-startup-crowdstreet-turns-customers-raise-12m-round/
CTO.ai,11/5/2019,"$7,500,000",,Seed,"Tiger Global, Slack Fund",
Chronosphere,11/5/2019,"$11,000,000",,A,Greylock,https://www.geekwire.com/2019/former-uber-microsoft-engineers-raise-11m-cloud-data-monitoring-tool-chronosphere/
Modus,10/30/2019,"$12,500,000","$14,000,000",,NFX / Felicis Ventures,https://www.geekwire.com/2019/seattle-startup-modus-raises-12-5m-operating-system-real-estate-transactions/
Integris Software,10/26/2019,"$3,000,000","$16,000,000",,,https://www.geekwire.com/2019/data-privacy-startup-integris-raises-3m-help-businesses-prepare-ggpr/
Tenacious Entertainment,10/15/2019,"$3,300,000",,Seed,,
Beatdapp,10/15/2019,"$3,200,000",,Seed,Panache Ventures,
Apex Trading,10/15/2019,"$1,670,000",,Seed,"7thirty, Welcan",
ESS Inc.,10/15/2019,"$30,000,000",,C,"Breakthrough Energy, SB Energy",
Pela,10/15/2019,"$5,000,000",,A,Marcy Venture Partners,
Cadence Neuroscience,10/11/2019,"$15,000,000",,A,Jazz Venture Partners,https://www.geekwire.com/2019/cadence-neuroscience-raises-15m-epilepsy-treatment-created-mayo-clinic/
Blue Canoe,10/10/2019,"$2,500,000","$3,900,000",Seed,Tsingyuan Ventures,https://www.geekwire.com/2019/blue-canoe-raises-2-5m-help-people-learn-english-artificial-intelligence/
Chatbox,10/8/2019,"$4,500,000","$10,500,000",A,,https://www.geekwire.com/2019/chatbox-raises-4-5m-help-businesses-communicate-customers-texting-chat/
Komposite,10/8/2019,"$500,000","$500,000",Seed,,https://www.geekwire.com/2019/led-blue-origin-intellectual-ventures-alum-demand-clothing-startup-komposite-raises-cash/
Shujinko,10/8/2019,"$7,500,000","$10,300,000",A,Unusual Ventures,https://www.geekwire.com/2019/shujinko-raises-7-5m-help-companies-comply-regulations-shift-cloud/
SEngine Precision Medicine,10/2/2019,"$5,100,000","$9,000,000",,Bangarang Group,https://www.geekwire.com/2019/fred-hutch-spinout-just-raised-5-1m-test-cancer-treatment-drugs-patients-tumors/
IOTAS,10/1/2019,"$8,500,000","$17,000,000",A,,https://www.geekwire.com/2019/iotas-lands-8-5m-help-apartment-landlords-install-manage-smart-home-devices/
Maka Autonomous Robots,9/27/2019,"$8,900,000","$8,900,000",,,https://www.geekwire.com/2019/secretive-robotic-farming-startup-led-islion-founder-raises-8-9m-ignition-bolt/
Bigleaf Networks,9/24/2019,"$21,000,000","$28,000,000",B,Updata Partners,https://www.geekwire.com/2019/bigleaf-networks-raises-21m-help-small-mid-sized-businesses-stay-connected-cloud/
Inspo Network,9/24/2019,"$3,000,000","$8,500,000",,,https://www.geekwire.com/2019/inspo-raises-another-3m-greycroft-others-grow-shoppable-lifestyle-content-platform/
Faraday Pharmaceuticals,9/20/2019,"$25,000,000",,,ARCH Venture Partners,https://www.geekwire.com/2019/fred-hutch-spinout-faraday-pharmaceuticals-raises-25m-muscle-loss-prevention-drug/
Navigating Cancer,9/17/2019,"$26,000,000","$44,000,000",D,Merck Global; TT Capital ,https://www.geekwire.com/2019/navigating-cancer-raises-26m-aims-change-patient-experience-oncology-care/
Rainway,9/17/2019,"$3,500,000","$5,200,000",Seed,Bullpen Capital,https://www.geekwire.com/2019/game-streaming-startup-rainway-raises-cash-adds-gaikai-founder-xbox-pioneer-advisors/
Unearth Technologies,9/16/2019,"$7,000,000",,A,Vulcan Capital,https://www.geekwire.com/2019/biggest-competitor-paper-mapping-startup-unearth-lands-7m-vulcan-madrona/
Kurvv,9/15/2019,"$1,000,000",,Seed,SEMA Translink,https://www.geekwire.com/2019/kurvv-closes-1m-seed-funding-round-ai-service-designed-small-businesses/
OLEO,9/13/2019,"$1,500,000",,,,https://www.geekwire.com/2019/seattle-based-oleo-makers-cbd-infused-drink-mixer-raises-1-5m/
MoxiWorks,9/12/2019,,,,Vector Capital,https://www.geekwire.com/2019/windermere-spinout-moxiworks-raises-cash-vector-capital-grow-platform-real-estate-brokers/
Nomad Go,9/12/2019,"$2,700,000",,Seed,Flying Fish,https://www.geekwire.com/2019/nomad-go-raises-2-7m-help-brick-mortar-businesses-use-ai-level-field-online-retail/
The Shop,9/10/2019,"$4,000,000",,A,,https://www.geekwire.com/2019/shop-ready-roll-dallas-beyond-raising-4m-expand-tech-vets-car-club-idea/
Brave Healthcare,9/9/2019,"$5,200,000","$6,600,000",Seed,,https://www.geekwire.com/2019/y-combinator-grad-brave-care-raises-another-5-2m-tech-fueled-urgent-care-service-kids/
Rammer.AI,9/9/2019,"$1,800,000","$1,800,000",Seed,Flying Fish,https://www.geekwire.com/2019/techstars-seattle-grad-rammer-ai-raises-1-8m-democratize-conversational-intelligence-tech/
Savvy Lane,9/6/2019,"$2,000,000",,,,https://www.geekwire.com/2019/real-estate-tech-startup-savvy-lane-raises-2m-plans-keep-moving-west-coast-markets/
Altoura,9/6/2019,"$1,100,000",,,,https://www.geekwire.com/2019/studio216-pivots-mixed-reality-startup-raises-1-1m-looks-build-off-microsoft-partnership/
Terramera,9/5/2019,"$45,000,000",,B,Ospraie Ag Science,
Suplari,9/4/2019,"$5,000,000","$18,600,000",,,https://www.geekwire.com/2019/suplari-raises-cash-enterprise-insights-system-helps-companies-manage-spend/
Blokable,8/19/2019,"$23,000,000","$28,000,000",A ,Vulcan Capital,https://www.geekwire.com/2019/seattle-housing-startup-blokable-raises-16m-plans-new-california-manufacturing-facility/
Alpha Ledger,8/19/2019,"$1,600,000",,Seed,Ten Eighty Capital,https://www.sec.gov/Archives/edgar/data/1764468/000176446820000001/xslFormDX01/primary_doc.xml
SyncFloor,8/15/2019,"$1,250,000",,Pre-Seed,Asecnd.vc,https://www.geekwire.com/2020/microsoft-vet-combines-tech-music-passions-build-syncfloor-startup-simplify-creative-work/
Mason,8/14/2019,"$25,000,000",,Series A,Coute Management,https://www.geekwire.com/2019/little-known-seattle-startup-just-raised-25m-aws-enterprise-mobile-infrastructure/
MediaPartners,8/14/2019,"$5,600,000","$8,000,000",,Byron Group,https://www.geekwire.com/2019/mediapartners-raises-5-6m-help-companies-prevent-workplace-harassment-violence-bias/
SingleFile Technologies,8/12/2019,"$3,300,000","$3,300,000",Seed,Foundry Group,https://www.geekwire.com/2019/singlefile-spins-pioneer-square-labs-raises-3-3m-automate-compliance-filings/
Amplion,8/12/2019,,,Series A,Greycroft,https://www.geekwire.com/2019/startup-wants-accelerate-precision-medicine-growing-biological-data-platform/
Remarkably,8/6/2019,"$2,000,000","$2,800,000",,Wildcat Venture Partners,https://www.geekwire.com/2019/commercial-real-estate-marketing-tech-startup-remarkably-raise-cash-meet-early-demand/
Genneve,8/6/2019,"$4,000,000","$5,300,000",Seed,BlueRun Ventures,https://www.geekwire.com/2019/womens-health-startup-genneve-lands-4m-grow-telemedicine-service-menopause/
Matcherino,8/5/2019,"$1,500,000","$8,000,000",A-1,,"https://www.geekwire.com/2019/esports-tournament-operator-matcherino-raises-cash-question-swirl-industrys-growth/
"
POSaBIT,8/5/2019,"$2,100,000",,,,https://www.geekwire.com/2019/good-news-card-carrying-potheads-seattle-startup-raising-funds-dont-use-cash/
AppViewX,7/29/2019,"$30,000,000",,A,Brighton Park Capital,https://www.geekwire.com/2019/appviewx-raises-30m-grow-networking-infrastructure-automation-software-platform/
Sterifre,7/29/2019,"$8,000,000","$20,000,000",,,https://www.geekwire.com/2019/medical-device-startup-sterifre-nabs-8m-launch-sterilization-technology/
Balena,7/24/2019,"$14,400,000","$31,000,000",B,OpenView,https://www.geekwire.com/2019/industrial-iot-startup-balena-raises-14m-help-developers-build-edge-computing-apps/
Rival Technologies,7/16/2019,"$8,500,000",,,,https://www.rivaltech.com/raise-8-million
Lamda,7/16/2019,"$1,000,000",,Seed,Unlock Venture Partners,https://www.geekwire.com/2019/veteran-seattle-entrepreneurs-raise-cash-secretive-advanced-analytics-startup-lamda/
Procurify,6/24/2019,"$20,000,000","$30,000,000",B,Information Venture Partners,https://www.geekwire.com/2019/procurify-raises-20m-help-companies-track-organizational-spending/
CrowdCow,6/20/2019,"$1,000,000","$11,000,000",A,Sound Ventures,https://www.geekwire.com/2019/crowd-cow-local-debuts-seattle-n-y-startup-helps-consumers-ease-carbon-foodprint/
Traction Guest,6/13/2019,"$13,000,000",,A,Bessemer Venture Partners,
Against Gravity,6/12/2019,"$24,000,000","$29,000,000",B,Index Ventures,
Adaptilab,6/7/2019,"$1,800,000",,Seed,Trilogy Equity Partners,https://www.geekwire.com/2019/techstars-grad-adaptilab-raises-1-8m-help-companies-hire-machine-learning-talent/
Damon Motorcycles,6/4/2019,"$2,500,000","$2,500,000",Seed,Round 13 Capital,
LevelTen,6/3/2019,"$20,500,000","$27,300,000",,Prelude Ventures,https://www.geekwire.com/2019/clean-energy-marketplace-levelten-energy-raises-20-5m-help-companies-go-green/
Legwork,5/31/2019,"$17,000,000",,,Level Equity,https://www.geekwire.com/2019/legwork-maker-marketing-automation-software-dentists-raises-17m/
EndoGastric Solutions,5/30/2019,"$14,500,000","$300,000,000",I,,https://www.geekwire.com/2019/seattle-medical-device-firm-endogastric-solutions-raises-45m-acid-reflux-treatment/
Algorithmia,5/14/2019,"$25,000,000","$37,900,000",,Norwest Venture Partners,https://www.geekwire.com/2019/seattles-algorithmia-raises-25m-series-b-led-norwest-venture-partners/
TomboyX,5/13/2019,"$18,000,000","$24,300,000",B,The Craftory,https://www.geekwire.com/2019/seattle-startup-tomboyx-raises-18m-develop-underwear-brand-body-types/
Joylux,5/8/2019,"$7,000,000","$12,000,000",,,https://www.geekwire.com/2019/womens-sexual-health-startup-joylux-raises-cash-lands-gwyneth-paltrows-goop-store/
Tempered Neworks,5/7/2019,"$17,000,000","$57,000,000",,,https://www.geekwire.com/2019/led-f5-founder-seattle-cybersecurity-startup-tempered-networks-raises-17m/
TransformativeMed,5/7/2019,"$5,800,000",,B,Alliance of Angels,https://www.geekwire.com/2019/univ-washington-spinout-just-raised-5-8m-reimagine-doctors-work-health-records/
Dolly,5/2/2019,"$7,500,000","$20,000,000",,Unlock Venture Partners,"https://www.geekwire.com/2019/peer-peer-moving-startup-dolly-raises-7-5m-expand-internationally/""  target=""_blank"
Spruce Up,5/2/2019,"$3,000,000","$4,500,000",,Two Sigma Ventures,https://www.geekwire.com/2019/spruce-raises-3m-ai-powered-home-shopping-platform/
TerraClear,5/1/2019,"$6,100,000","$13,000,000",,Madrona Venture Group,https://www.geekwire.com/2019/cash-crops-terraclear-startup-raises-6-1m-bid-change-farming-advanced-tech/
AppSheet,4/25/2019,"$15,000,000","$19,300,000",,Shasta Ventures,https://www.geekwire.com/2019/seattle-startup-appsheet-raises-15m-no-code-app-development-platform-will-open-portland-hub/
Bardy Diagnostics,4/16/2019,"$35,500,000","$71,000,000",B,River Cities Capital Fund,https://www.geekwire.com/2019/seattle-based-heart-monitor-maker-bardy-diagnostics-raises-35-5m/
Apana,4/9/2019,"$11,000,000","$15,500,000",,Kurita Water Industries,https://www.geekwire.com/2019/apana-raises-11m-iot-solution-helps-fortune-500-companies-manage-water-use/
RiskLens,4/8/2019,"$20,500,000",,B,Paladin Capital Group,https://www.geekwire.com/2019/risklens-raises-20m-show-companies-much-cyberattacks-cost/
Rodeo Therapeutics,4/1/2019,"$4,300,000",,,,https://www.geekwire.com/2019/seattle-startup-rodeo-therapeutics-raises-cash-regenerative-medicine-treatments/
Talkoot,3/27/2019,"$1,650,000","$1,650,000",Seed,Seven Peaks Ventures,https://www.geekwire.com/2019/talkoot-raises-1-7m-help-adidas-armour-big-brands-write-product-copy/
ioCurrents,3/26/2019,"$5,000,000","$6,400,000",A,Imagen Capital Partners,https://www.geekwire.com/2019/seattle-startup-iocurrents-raises-5m-bring-big-data-high-seas/
Igneous,3/14/2019,"$25,000,000","$70,000,000",C,WestRiver Group,https://www.geekwire.com/2019/seattle-startup-igneous-raises-25m-help-companies-manage-unstructured-data/
RetroLux,3/14/2019,"$1,000,000",,,,https://www.sec.gov/Archives/edgar/data/1674939/000167493919000002/xslFormDX01/primary_doc.xml
Cyemptive,3/12/2019,"$3,500,000",,,,https://www.geekwire.com/2019/ex-nsa-microsoft-execs-raise-3-5m-stealthy-seattle-area-cybersecurity-startup-cyemptive/
Airbiquity,3/11/2019,"$15,000,000","$80,000,000",,Toyota,https://www.geekwire.com/2019/toyota-invests-15m-round-airbiquity-22-year-old-connected-car-startup-seattle/
Jargon,3/7/2019,"$1,800,000",,Seed,"Ubiquity Ventures, Crosslink Capital",https://www.geekwire.com/2019/amazon-invests-seattle-startup-jargon-voice-application-content-platform-developers/
Vtrus,3/7/2019,"$2,900,000",,,,https://www.geekwire.com/2019/led-ex-oculus-research-scientist-seattle-drone-startup-raises-cash-indoor-inspection-tech/
Powerit,3/5/2019,"$2,000,000","$4,000,000",,,https://www.geekwire.com/2019/air-activated-smartphone-charger-seattle-startup-raises-cash-peel-off-portable-battery/
Illumagear,2/28/2019,"$2,500,000",,,Brick & Mortar Ventures,https://www.geekwire.com/2019/halo-light-maker-illumagear-lands-2-5m-make-construction-workers-safer-productive/
Misapplied Sciences,2/27/2019,"$7,000,000",,,,https://www.geekwire.com/2019/parallel-reality-display-technology-startup-misapplied-sciences-raises-cash/
Circle Media Labs,2/22/2019,"$20,000,000","$30,000,000",,"Netgear, T-Mobile, Relay Ventures, Third Kind Venture Capital",https://www.geekwire.com/2019/circle-disney-device-maker-raises-20m-help-parents-set-screen-time-limits-block-content/
Lytics,2/21/2019,"$35,000,000","$58,000,000",C,JMI Equity,https://www.geekwire.com/2019/marketing-tech-startup-lytics-raises-35m-help-companies-learn-individual-customers/
Scorebook Live,2/18/2019,"$2,500,000",,,Cowles Company,https://www.geekwire.com/2019/spokesman-review-owner-invests-startup-builds-software-high-school-athletic-programs/
tinyBuild,2/15/2019,"$15,000,000",,,,https://www.geekwire.com/2019/seattle-indie-game-developer-tinybuild-raises-15m-plans-grow-using-dynamic-structure-strategy/
Polly,2/13/2019,"$7,000,000","$10,400,000",,Madrona Venture Group,https://www.geekwire.com/2019/surveys-slack-madrona-leads-7m-round-polly-seattle-startup-builds-polling-software/
Tango Card,2/12/2019,"$10,000,000","$65,000,000",,FTV Capital,https://www.geekwire.com/2019/digital-rewards-startup-tango-card-raises-another-15m-acquires-giftcertificates-com/
Tectonic Audio Labs,2/12/2019,"$6,000,000",,,"WestRiver Group, Delafield Hambrecht",https://www.geekwire.com/2019/audio-startup-uses-bending-wave-technology-raises-6m-looks-ride-smart-speaker-wave/
KenSci,2/7/2019,"$22,000,000","$30,000,000",B,Polaris Partners,https://www.geekwire.com/2019/kensci-raises-22m-help-healthcare-companies-predict-patients-will-get-sick-lower-costs/
Element Data,2/4/2019,"$2,700,000",,,Flying Fish Partners,https://www.geekwire.com/2019/consumer-intelligence-startup-element-data-raises-cash-gets-new-leadership/
Sentinel Healthcare,1/31/2019,"$2,000,000",,,PSL Ventures,https://www.geekwire.com/2019/sentinel-healthcare-raises-2m-monitor-hypertension-round-led-psl-ventures/
Sigma IQ,1/23/2019,"$3,500,000",,,Vulcan,https://www.geekwire.com/2019/vulcan-leads-3-5m-round-psl-spinout-sigma-iq-automates-manual-accounting-processes/
Zipwhip,1/18/2019,"$51,500,000","$92,500,000",,Goldman Sachs Private Capital,https://www.geekwire.com/2019/goldman-sachs-leads-51-5m-round-business-texting-software-maker-zipwhip/
Pro.com,1/17/2019,"$33,000,000","$60,000,000",,"WestRiver Group, Redfin",https://www.geekwire.com/2019/pro-com-lands-redfin-investor-potential-partner-33m-round-aims-revolutionize-general-contracting/
Orchestra Software,1/15/2019,"$14,000,000",,,Radian Capital,https://www.geekwire.com/2019/portland-area-startup-builds-software-breweries-distilleries-raises-14m/
Wyze Labs,1/4/2019,"$20,000,000",,,,https://www.geekwire.com/2019/smart-home-camera-maker-wyze-labs-raises-20m-startup-finds-success-low-cost-wyzecam/
Persona,12/17/2018,"$4,500,000","$15,000,000",,"Emil Capital Partners, L Catterton",https://www.geekwire.com/2018/vitamin-subscription-service-persona-secures-4-5m-launches-service-doctors/
NuID,12/13/2018,"$2,500,000",,,Jemison Investment,https://www.geekwire.com/2018/authentication-security-startup-nuid-raises-2-5m-help-companies-prevent-breaches/
The Riveter,12/11/2018,"$15,000,000","$22,000,000",A,Alpha Edison,https://www.geekwire.com/2018/women-focused-co-working-startup-riveter-raises-15m-plans-open-100-locations-2022/
Switch,12/4/2018,"$2,000,000","$2,300,000",,,https://www.geekwire.com/2018/fintech-startup-switch-raises-cash-manage-online-credit-card-info-consumers-merchants/
Streem,12/3/2018,"$6,800,000","$10,500,000",,,https://www.geekwire.com/2018/streem-raises-cash-ar-powered-home-improvement-tech-hints-larger-vision/
Canotic,11/29/2018,"$5,300,000",,Seed,"PSL Ventures, Mosaic Ventures",https://www.geekwire.com/2018/former-mit-google-researchers-raise-5-3m-artificial-intellgience-compiler-startup-canotic/
Point Inside,11/28/2018,"$3,500,000",,,Vestech Partners,https://www.geekwire.com/2018/indoor-mapping-startup-point-inside-raises-3-5m-produce-spatial-intelligence-data-retailers-airports-others/
Democracy Live,11/19/2018,"$4,500,000",,,Joe Brotherton Investments,https://www.geekwire.com/2018/democracy-live-raises-4-5m-grow-cloud-based-ballot-platform/
Shyft,11/15/2018,"$6,500,000","$8,000,000",,"Ignition Partners, Madrona Venture Group",https://www.geekwire.com/2018/shyft-lands-6-5m-help-retail-service-workers-easily-swap-schedules/
BigBox VR,11/8/2018,"$5,000,000",,Seed,Shasta Ventures,https://www.geekwire.com/2018/seattles-next-unicorn-valve-disney-vets-raise-5m-build-online-vr-games-bigbox-vr/
LiquidPlanner,11/8/2018,"$2,000,000","$17,000,000",,TVC Capital,https://www.geekwire.com/2018/project-management-company-liquidplanner-now-profitable-raises-cash-12-years-launch/
Vicis,11/1/2018,"$14,500,000","$84,500,000",B,,https://www.geekwire.com/2018/nfl-star-qb-aaron-rodgers-invests-vicis-high-tech-helmet-startup-closes-28-5m-round-launches-youth-product/
Loge Camps,10/30/2018,"$4,500,000",,,,https://www.geekwire.com/2018/loge-camps-taking-hospitality-outdoors-enthusiasts-beyond-northwest-raises-4-5m/
Stylyze,10/26/2018,"$2,800,000",,,,https://www.geekwire.com/2018/virtual-interior-designer-stylyze-just-raised-cash-transform-shoppers-find-home-decor-apparel/
Gradient,10/23/2018,"$3,500,000",,Seed,Flying Fish Partners,https://www.geekwire.com/2018/ex-amazon-advertising-leader-raises-3-5m-new-startup-help-brands-optimize-presence-amazon/
NextStep Interactive,10/18/2018,"$3,150,000",,,JAZZ Venture Partners,https://www.geekwire.com/2018/nextstep-interactive-raises-3m-help-people-displaced-ai-automation-find-jobs/
WeConnect,10/18/2018,"$6,000,000",,A,,https://www.geekwire.com/2018/struggling-drug-addictions-founders-just-raised-6m-recovery-app/
Split Biosciences,10/17/2018,"$1,200,000",,Seed,,https://www.geekwire.com/2018/new-univ-washington-spinout-raises-1-2m-next-generation-rna-sequencing-technology/
Hubb,10/16/2018,"$6,300,000",,B,Five Elms Capital,https://www.geekwire.com/2018/hbo-vets-raise-cash-top-vcs-immersive-augmented-reality-startup-leaftail-labs/
Leaftail Labs,10/12/2018,"$1,250,000",,,"Shasta Ventures, Maveron, Vulcan Capital",https://www.geekwire.com/2018/hbo-vets-raise-cash-top-vcs-immersive-augmented-reality-startup-leaftail-labs/
Stay Alfred,10/5/2018,"$47,000,000","$62,000,000",B,Nine Four Ventures,https://www.geekwire.com/2018/travel-apartments-startup-stay-alfred-raises-47m-fuel-nationwide-expansion/
Human,10/2/2018,"$21,000,000",,,Sage Venture Partners,https://www.geekwire.com/2018/microsoft-invests-wireless-ear-headphones-startup-human/
Saykara,9/13/2018,"$5,000,000","$7,500,000",,SpringRock Ventures,https://www.geekwire.com/2018/saykara-raises-5m-reveals-ai-voice-assistant-cuts-time-doctors-spend-paperwork-70/
Domocile,9/13/2018,"$5,000,000",,Seed,CrossCut Ventures,https://www.geekwire.com/2018/domicile-raises-5m-business-travel-lodging-high-profile-seattle-investors/
Growers,9/12/2018,"$5,000,000",,A,Lewis and Clark Ventures,https://www.geekwire.com/2018/farm-data-analytics-startup-growers-raises-5m-creates-second-headquarters-seattle/
Heroclip,9/12/2018,"$1,100,000",,,,https://www.geekwire.com/2018/fast-growing-heroclip-keeps-hooking-investors-gadget-secures-1-1m-new-funding/
Migo,9/10/2018,"$9,000,000","$11,400,000",A,,https://www.geekwire.com/2018/enterprise-hyundai-invest-9m-round-netflix-transportation-app-migo/
CityBldr,8/29/2018,"$4,300,000",,,,https://www.geekwire.com/2018/citybldr-raises-4-3m-ahead-expansion-launch-property-flipping-business/
AppGen,8/23/2018,"$4,000,000","$11,000,000",,M Ventures,https://www.geekwire.com/2018/apogen-raises-additional-4m-adds-three-biotech-vets-pursuit-better-cancer-treatment/
Spocket,8/21/2018,"$1,200,000",,,,https://www.geekwire.com/2018/spocket-raises-1-2m-platform-allows-anyone-become-e-commerce-retailer/
Clobotics,8/15/2018,"$11,000,000","$21,000,000",A,,https://www.geekwire.com/2018/clobotics/
Twistlock,8/15/2018,"$33,000,000","$63,000,000",C,Iconiq Capital,https://www.geekwire.com/2018/portlands-twistlock-raises-33m-series-c-round-demand-cloud-native-security-grows/
Downstream,8/7/2018,"$1,925,000",,Seed,Haystack,https://www.geekwire.com/2018/downstream-raises-almost-2m-seed-funding-ride-growing-amazon-advertising-wave/
DreamBox Learning,7/31/2018,"$130,000,000",,,The Rise Fund,https://www.geekwire.com/2018/dreambox-learning-raises-130m-adds-former-u-s-education-secretary-board/
Carewave Medical,7/24/2018,"$3,000,000",,,,https://www.geekwire.com/2018/stealthy-carewave-medical-raises-cash-pain-relief-device-using-pulsed-heat-technology/
